,P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_UPDATE,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_MASS_LIMIT,P_MASS_ORIGIN,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_RADIUS_LIMIT,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_PERIOD_LIMIT,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_SEMI_MAJOR_AXIS_LIMIT,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_ECCENTRICITY_LIMIT,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_INCLINATION_LIMIT,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_OMEGA_LIMIT,S_NAME,S_NAME_HD,S_NAME_HIP,S_TYPE,S_RA,S_DEC,S_RA_STR,S_DEC_STR,S_MAG,S_MAG_ERROR_MIN,S_MAG_ERROR_MAX,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_TEMPERATURE_LIMIT,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_MASS_LIMIT,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_RADIUS_LIMIT,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_METALLICITY_LIMIT,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_AGE_LIMIT,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_LOG_LUM_LIMIT,S_LOG_G,S_LOG_G_ERROR_MIN,S_LOG_G_ERROR_MAX,S_LOG_G_LIMIT,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_TYPE_TEMP,S_RA_TXT,S_DEC_TXT,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
148,Kepler-440 b,Transit,Kepler,2015,4/16/2019,4.12,,,0,M-R relationship,1.86,-0.19,0.24,0,101.11141,-0.00068,0.00087,0,0.242,-0.041,0.066,0,0.34,-0.19,0.12,-1,89.93,-0.18,0.07,0,,,,0,Kepler-440,,,,285.35007,41.45237,19h01m24.02s,+41d27m08.53s,15.637,-0.172,0.172,301.03,-2.278,2.278,4134.0,-154.0,154.0,0,0.57,-0.05,0.04,0,0.56,-0.05,0.03,0,-0.3,-0.15,0.15,0,1.3,-0.2,0.6,0,-1.102,-0.142,0.111,0,4.71,-0.02,0.05,0,1.4883057,2.2150538,1.1908891,0.64026297,0.003089005,0.2559876,0.15972,0.32428,0.24563726,1.4356379,0.75189928,3.0994269,272.55401,237.21362,338.00261,307.80693,267.89551,381.72084,Superterran,K,19 01 24.02,+41 27 08.53,0.079067863,0.22735032,0.57163648,0.2879747,0.54195901,0.30507528,0.54195901,0.27800136,0.54195901,0.75921322,0.099821472,0.30986582,1,0,Warm,2,0.75260263,Lyra,Lyr,Lyre
149,Kepler-442 b,Transit,Kepler,2015,4/16/2019,2.36,,,0,M-R relationship,1.34,-0.18,0.11,0,112.3053,-0.0028,0.0024,0,0.409,-0.06,0.209,0,0.04,-0.04,0.08,-1,89.94,-0.12,0.06,0,,,,0,Kepler-442,,,,285.3666,39.28007,19h01m27.98s,+39d16m48.25s,15.322,-0.057,0.057,365.965,-2.724,2.763,4402.0,-100.0,100.0,0,0.61,-0.03,0.03,0,0.6,-0.02,0.02,0,-0.37,-0.1,0.1,0,2.9,-0.2,8.1,0,-0.932,-0.064,0.081,0,4.67,-0.02,0.02,0,1.3270999,1.761194,1.3143239,0.98083873,0.006165579,0.4093272,0.39264,0.42536,0.40908184,0.69968264,0.64637821,0.75859665,232.91347,228.4133,237.7401,263.03917,257.95693,268.49008,Terran,K,19 01 27.98,+39 16 48.25,0.11694994,0.27437976,0.681005,0.34754488,0.64565142,0.36806174,0.64565142,0.33551618,0.64565142,0.92334449,0.16180872,0.36229954,1,1,Warm,1,0.83824202,Lyra,Lyr,Lyre
150,Kepler-610 c,Transit,Kepler,2016,4/16/2019,10.9,,,0,M-R relationship,3.3,-0.37,0.84,0,151.86392,-0.001118,0.001118,0,0.5594,,,0,0.0,,,0,89.99,,,0,,,,0,Kepler-610,,,,293.17132,45.065593,19h32m41.12s,+45d03m56.14s,14.816,-0.229,0.229,845.824,-16.142,16.77,5943.0,-127.26,91.96,0,1.1,-0.07,0.09,0,1.13,-0.12,0.31,0,0.12,-0.143,0.148,0,3.55,-1.81,2.0,0,-0.11,,,0,4.37,-0.19,0.09,0,1.8174241,3.3030303,1.0009183,0.30330857,0.012018557,0.5594,0.5594,0.5594,0.5594,2.4805905,2.4805905,2.4805905,319.69694,319.69694,319.69694,,361.04746,361.04746,Neptunian,G,19 32 41.12,+45 03 56.14,0.77624712,0.65461994,1.5358765,0.82915351,1.4561506,0.87665626,1.4561506,0.80036798,1.4561506,2.378832,2.7805069,0.45610041,0,0,Hot,0,0.51675428,Cygnus,Cyg,Swan
151,Kepler-1858 b,Transit,Kepler,2021,12/5/2021,6.44,,,0,M-R relationship,2.422,,,0,88.071602,,,0,0.3575,,,0,0.0,,,0,89.79,,,0,,,,0,Kepler-1858,,,,292.30743,46.626579,19h29m13.78s,+46d37m35.68s,15.959,-0.137,0.137,833.055,-24.544,24.544,4939.0,-79.0,79.0,0,0.79,-0.03,0.05,0,0.82,-0.06,0.03,0,0.16,-0.15,0.15,0,0.7,-3.8,3.8,0,-0.453,,,0,4.51,-0.02,0.07,0,1.6306316,2.6589595,1.0978363,0.45327676,0.007196935,0.3575,0.3575,0.3575,0.3575,2.7570707,2.7570707,2.7570707,328.25525,328.25525,328.25525,370.71273,370.71273,370.71273,Superterran,K,19 29 13.78,+46 37 35.68,0.35237087,0.46628899,1.1301437,0.59062448,1.0714774,0.6250903,1.0714774,0.57018455,1.0714774,1.6027425,0.44371047,0.31161393,0,0,Hot,0,0.55762321,Cygnus,Cyg,Swan
152,Ross 128 b,Radial Velocity,La Silla Observatory,2017,11/16/2017,1.4,-0.21,0.21,0,Msini,1.11,,,0,9.8658,-0.007,0.007,0,0.0496,-0.0017,0.0017,0,0.116,-0.097,0.097,0,,,,0,,,,0,Ross 128,,HIP 57548,M4,176.9376,0.7992898,11h47m45.02s,+00d47m57.44s,11.12,-0.1,0.1,3.37454,-0.000805,0.000805,3192.0,-60.0,60.0,0,0.17,-0.02,0.02,0,0.2,-0.01,0.01,0,-0.02,-0.08,0.08,0,5.0,,,-1,-2.441,-0.05,0.044,0,5.05,-0.02,0.02,-1,1.1230589,1.2612613,1.1362714,1.0236679,0.000885684,0.049933709,0.0438464,0.0553536,0.049683798,1.4824444,1.1822471,1.8842222,280.37696,265.62979,298.45767,316.64171,299.9871,337.06104,Terran,M,11 47 45.02,+00 47 57.44,0.00362243,0.049392869,0.13010401,0.062562593,0.12334689,0.066348428,0.12334689,0.060385275,0.12334689,0.16250389,0.013220226,0.259141,1,0,Warm,1,0.85772067,Virgo,Vir,Virgin
153,TOI-2257 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,11/14/2022,5.45,,,0,M-R relationship,2.194,-0.111,0.113,0,35.189346,-9e-05,9e-05,0,0.145,-0.003,0.003,0,0.496,-0.133,0.216,0,89.786,-0.062,0.078,0,-101.674,-26.881,42.453,0,TOI-2257,,,M3,194.73961,77.661716,12h58m57.51s,+77d39m42.18s,15.211,-0.034,0.034,57.7911,-0.1049,0.1053,3430.0,-130.0,130.0,0,0.33,-0.02,0.02,0,0.31,-0.02,0.02,0,-0.27,-0.37,0.37,0,,,,0,-1.867,-0.121,0.094,0,4.97,-0.05,0.05,0,1.5760861,2.4840474,1.1322003,0.51604388,0.001861564,0.16283616,0.07308,0.21692,0.14986757,0.74401712,0.28866944,2.5433312,224.64455,186.7239,321.69954,253.70072,210.8753,363.30908,Superterran,M,12 58 57.51,+77 39 42.18,0.013583134,0.095403963,0.24842834,0.12084265,0.23552753,0.12812377,0.23552753,0.11664346,0.23552753,0.3146761,0.024821991,0.31880303,1,1,Warm,2,0.71601979,Camelopardalis,Cam,Giraffe
154,TOI-1452 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,6/27/2023,4.82,-1.3,1.3,0,Mass,1.672,-0.071,0.071,0,11.06201,-2e-05,2e-05,0,0.061,-0.003,0.003,0,0.0,,,0,89.77,-0.16,0.16,0,90.0,,,0,TOI-1452,,,M4 &#177 0.5 V,290.17397,73.195108,19h20m41.75s,+73d11m42.39s,14.354,-0.121,0.121,30.5212,-0.039,0.0392,3185.0,-50.0,50.0,0,0.25,-0.01,0.01,0,0.28,-0.01,0.01,0,-0.07,-0.02,0.02,0,,,,0,-2.155,-0.039,0.036,0,4.95,-0.03,0.03,0,1.6978737,2.8827751,1.7241478,1.0311889,0.001636129,0.061,0.061,0.061,0.061,1.8807901,1.8807901,1.8807901,298.32166,298.32166,298.32166,336.90744,336.90744,336.90744,Superterran,M,19 20 41.75,+73 11 42.39,0.00699842,0.068658532,0.18091104,0.086965077,0.17151515,0.092228206,0.17151515,0.083938357,0.17151515,0.22587271,0.014854102,0.29062376,0,0,Hot,0,0.72006129,Draco,Dra,Dragon
155,GJ 229 A c,Radial Velocity,Multiple Facilities,2020,6/14/2023,8.58137,-0.63566,0.63566,0,Msini,2.87,,,0,121.93268,-0.08158,0.06708,0,0.384,-0.005,0.005,0,0.366,-0.063,0.065,0,,,,0,128.617,-9.407,9.165,0,GJ 229,HD 42581,HIP 29295,M1.5V,92.643599,-21.867723,06h10m34.46s,-21d52m03.80s,8.15,-0.1,0.1,5.75624,-0.001525,0.001525,3912.54,-132.54,147.04,0,0.51,-0.02,0.02,0,0.46,-0.02,0.01,0,,,,0,0.4,,,1,-1.222,-0.301,0.398,0,4.69,-0.04,0.04,1,1.7291687,2.9900244,1.0418203,0.3630036,0.006240239,0.40971955,0.243456,0.524544,0.3907318,0.43708668,0.21798979,1.01195,201.67884,174.06392,255.49916,227.76456,196.57784,288.54615,Superterran,M,06 10 34.46,-21 52 03.80,0.059979108,0.19900375,0.5058962,0.2520689,0.47963016,0.26710913,0.47963016,0.24333191,0.47963016,0.66124708,0.065748693,0.24533427,1,1,Warm,2,0.56015989,Lepus,Lep,Hare
156,GJ 273 b,Radial Velocity,La Silla Observatory,2017,3/29/2017,2.89,-0.26,0.27,0,Msini,1.51,,,0,18.6498,-0.0052,0.0059,0,0.091101,-1.7e-05,1.9e-05,0,0.1,-0.07,0.09,0,,,,0,,,,0,GJ 273,,HIP 36208,M3.5,111.85209,5.225807,07h27m24.50s,+05d13m32.91s,9.84,-0.1,0.1,3.7860601,0.020099999,0.020099999,3382.0,-49.0,49.0,0,0.29,,,0,0.29,-0.03,0.03,0,0.09,-0.17,0.17,0,,,,0,-2.056,-0.602,0.243,0,4.91,0.0,0.0,0,1.3834404,1.9139073,1.2674883,0.8393962,0.00176489,0.091556505,0.0819909,0.1002111,0.091215252,1.0644766,0.875323,1.3075813,258.26525,246.40062,272.40613,291.67002,278.27078,307.63992,Terran,M,07 27 24.50,+05 13 32.91,0.008790225,0.076789734,0.20042756,0.097264952,0.19001918,0.10313073,0.19001918,0.093884065,0.19001918,0.25314174,0.021893623,0.3053635,1,0,Warm,1,0.85463759,Canis Minor,CMi,Little Dog
157,GJ 163 c,Radial Velocity,La Silla Observatory,2013,1/24/2017,6.8,-0.9,0.9,0,Msini,2.5,,,0,25.63058,-0.0255,0.0255,0,0.1254,-0.0001,0.0001,0,0.099,-0.086,0.086,0,,,,0,227.0,-79.87,79.87,0,GJ 163,,HIP 19394,M,62.322835,-53.371177,04h09m17.48s,-53d22m16.24s,11.79,-0.1,0.1,15.1285,-0.0072,0.0072,3500.0,-100.0,100.0,0,0.4,-0.02,0.02,0,0.41,-0.01,0.01,0,0.1,-0.1,0.1,0,6.0,-4.0,4.0,0,-1.708,-0.023,0.022,0,4.82,0.0,0.0,0,1.6492423,2.72,1.088,0.4352,0.002905966,0.12601452,0.1129854,0.1378146,0.12555413,1.2518252,1.0313582,1.5344592,268.95784,256.7155,283.52316,303.74562,289.91982,320.19486,Superterran,M,04 09 17.48,-53 22 16.24,0.019588447,0.11447253,0.29705697,0.14499596,0.2816314,0.1537207,0.2816314,0.13995958,0.2816314,0.37788858,0.029847885,0.35530668,1,0,Warm,2,0.68680696,Dorado,Dor,Goldfish
158,TRAPPIST-1 f,Transit,Multiple Observatories,2017,4/17/2023,1.039,-0.031,0.031,0,Mass,1.045,-0.012,0.013,0,9.20754,-3.2e-05,3.2e-05,0,0.03849,-0.00033,0.00033,0,0.01007,-0.00068,0.00068,0,89.74,-0.019,0.019,0,368.81,-3.11,3.11,0,TRAPPIST-1,,,,346.62639,-5.0434618,23h06m30.33s,-05d02m36.46s,17.02,-0.2,0.2,12.429889,-0.0187066,0.0187066,2566.0,-26.0,26.0,0,0.09,0.0,0.0,0,0.12,0.0,0.0,0,0.04,-0.08,0.08,0,0.5,,,-1,-3.257,-0.015,0.015,0,5.24,-0.01,0.01,-1,0.99712505,0.99425837,0.95144342,0.91047217,0.000861381,0.038491952,0.038102406,0.038877594,0.038490488,0.37353061,0.36610127,0.38114937,199.14665,198.15271,200.15826,224.90485,223.78235,226.0473,Terran,M,23 06 30.33,-05 02 36.46,0.00055335,0.019437936,0.052571714,0.024620039,0.049840137,0.026122799,0.049840137,0.023759776,0.049840137,0.063513166,0.003648381,0.14282382,1,1,Warm,1,0.67711241,Aquarius,Aqr,Water Carrier
159,GJ 414 A b,Radial Velocity,W. M. Keck Observatory,2021,9/20/2021,7.6,-2.19,2.44,0,Msini,2.63,-0.85,1.22,0,50.8,-0.26,0.1,0,0.2324,-0.0099,0.0092,0,0.45,-0.22,0.19,0,,,,0,111.0,-52.0,36.0,0,GJ 414 A,HD 97101,HIP 54646,K7 V,167.7745,30.445169,11h11m05.88s,+30d26m42.61s,8.31,-0.03,0.03,11.8893,-0.0067,0.0067,4120.0,-109.0,109.0,0,0.65,-0.08,0.08,0,0.68,-0.14,0.14,0,0.24,-0.1,0.1,0,12.4,-5.2,5.2,0,-0.924,-0.05,0.045,0,4.65,-0.04,0.04,0,1.6999217,2.8897338,1.0987581,0.41777875,0.002901911,0.2559305,0.12782,0.33698,0.23871565,2.4698035,1.0490393,7.2912564,306.30865,257.80875,418.60104,345.92749,291.15447,472.7441,Superterran,K,11 11 05.88,+30 26 42.61,0.1191242,0.2791566,0.70237928,0.35359543,0.66591395,0.37459914,0.66591395,0.34134892,0.66591395,0.9318881,0.10181017,0.47144703,0,0,Hot,0,0.56349752,Ursa Major,UMa,Big Bear
160,TOI-2095 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,11/7/2023,7.4,,,1,Mass,1.33,-0.08,0.08,0,28.17232,-0.00014,0.00014,0,0.137,-0.006,0.006,0,0.0,,,0,89.91,-0.09,0.06,0,-55.0,-92.0,100.0,0,TOI-2095,,,M2.5 V,285.63652,75.418514,19h02m32.77s,+75d25m06.65s,13.19,-0.2,0.2,41.9176,-0.05,0.05,3759.0,-87.0,87.0,0,0.44,-0.02,0.02,0,0.44,-0.02,0.02,0,-0.24,-0.04,0.04,0,1.0,,,-1,-1.459,-0.002,0.001,0,5.11,-0.12,0.12,-1,2.3587941,5.5639098,4.1833908,3.1454066,0.003511011,0.137,0.137,0.137,0.137,1.8516499,1.8516499,1.8516499,297.15937,297.15937,297.15937,335.59481,335.59481,335.59481,Terran,M,19 02 32.77,+75 25 06.65,0.034753616,0.15190742,0.38914912,0.19241372,0.36894353,0.20393163,0.36894353,0.18573973,0.36894353,0.50334269,0.048079027,0.27208779,0,0,Hot,0,0.76627784,Draco,Dra,Dragon
161,LP 890-9 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,3/16/2023,13.2,,,1,Mass,1.32,-0.027,0.053,0,2.7299025,-4e-06,3.4e-06,0,0.01875,-0.0001,0.0001,0,,,,0,89.67,-0.33,0.22,0,,,,0,LP 890-9,,,M6 V,64.13091,-28.315791,04h16m31.42s,-28d18m56.85s,18.0,-0.2,0.2,32.4298,-0.0699,0.0702,2850.0,-75.0,75.0,0,0.12,0.0,0.0,0,0.16,-0.01,0.01,0,-0.028,-0.089,0.089,0,7.2,-3.1,2.2,0,-2.841,-0.012,0.011,0,5.13,-0.05,0.05,0,3.1622777,10.0,7.5757576,5.7392103,0.000898637,0.01875,0.01875,0.01875,0.01875,4.102017,4.102017,4.102017,362.53428,362.53428,362.53428,409.4255,409.4255,409.4255,Terran,M,04 16 31.42,-28 18 56.85,0.001442115,0.031274587,0.083682749,0.039612826,0.079335577,0.042022857,0.079335577,0.038231008,0.079335577,0.10253302,0.006540997,0.24519258,0,0,Hot,0,0.55915608,Eridanus,Eri,River
162,TOI-1468 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,3/16/2023,6.64,-0.68,0.67,0,Mass,2.064,-0.044,0.044,0,15.532482,-3.3e-05,3.4e-05,0,0.085015178,,,0,,,,0,89.335,-0.035,0.032,0,,,,0,TOI-1468,,,M3.0 V,16.653872,19.224919,01h06m36.93s,+19d13m29.71s,12.5,-0.2,0.2,24.7399,-0.0467,0.0469,3496.0,-25.0,25.0,0,0.34,-0.01,0.01,0,0.34,-0.01,0.01,0,-0.04,-0.07,0.07,0,,,,0,-1.797,-0.002,0.002,0,5.0,-0.11,0.11,0,1.7936149,3.2170543,1.5586503,0.75516004,0.002290049,0.085015178,0.085015178,0.085015178,0.085015178,2.2080406,2.2080406,2.2080406,310.52851,310.52851,310.52851,350.69315,350.69315,350.69315,Superterran,M,01 06 36.93,+19 13 29.71,0.015958791,0.10332915,0.26819278,0.13088125,0.25426605,0.13875728,0.25426605,0.12633503,0.25426605,0.3410859,0.028080321,0.32199127,0,0,Hot,0,0.63779096,Pisces,Psc,Fishes
163,YZ Cet c,Radial Velocity,La Silla Observatory,2017,2/15/2022,1.14,-0.1,0.11,0,Msini,1.05,,,0,3.05989,-0.0001,0.0001,0,0.02156,-0.00054,0.00046,0,0.0,,,0,,,,0,30.0,-80.0,80.0,0,YZ Cet,,HIP 5643,M4.5 V,18.133079,-16.996243,01h12m31.94s,-16d59m46.48s,12.074,,,3.71207,-0.00109,0.00109,3151.0,-51.0,51.0,0,0.14,-0.01,0.01,0,0.16,-0.01,0.01,0,-0.18,-0.16,0.16,0,3.8,-0.5,0.5,0,-2.659,-0.008,0.008,0,5.17,-0.07,0.07,0,1.0419761,1.0857143,1.0340136,0.98477486,0.00043387,0.02156,0.02156,0.02156,0.02156,4.7173977,4.7173977,4.7173977,375.42685,375.42685,375.42685,423.98564,423.98564,423.98564,Terran,M,01 12 31.94,-16 59 46.48,0.002192805,0.038445086,0.1014633,0.048695705,0.096193541,0.051644474,0.096193541,0.047000522,0.096193541,0.12643397,0.011548912,0.23204102,0,0,Hot,0,0.53992253,Cetus,Cet,Whale
164,HD 147379 b,Radial Velocity,Calar Alto Observatory,2017,9/19/2023,21.6,-1.1,1.1,0,Msini,4.94,,,0,86.58,-0.14,0.14,0,0.3193,-0.0002,0.0002,0,0.063,-0.038,0.047,0,,,,0,130.1,-48.1,58.3,0,HD 147379,HD 147379,HIP 79755,M0.0 V,244.17257,67.239204,16h16m41.42s,+67d14m21.13s,8.61,-0.1,0.1,10.7643,-0.00365,0.00365,4090.0,-50.0,50.0,0,0.58,-0.08,0.08,0,0.63,-0.01,0.01,0,0.16,-0.16,0.16,0,,,,0,-1.097,-0.058,0.051,0,4.61,-0.01,0.01,0,2.0910451,4.3724696,0.88511531,0.17917314,0.009993839,0.31993365,0.2991841,0.3394159,0.31945862,0.78607817,0.69428157,0.89355848,239.68585,232.53248,247.67402,,262.60889,279.70889,Neptunian,M,16 16 41.42,+67 14 21.13,0.079983426,0.22891123,0.57681151,0.28995179,0.54686504,0.3071863,0.54686504,0.27990854,0.54686504,0.76359621,0.093092028,0.3847339,1,1,Warm,0,0.52339129,Draco,Dra,Dragon
165,TOI-2136 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,8/9/2022,6.37,-2.29,2.45,0,Mass,2.19,-0.17,0.17,0,7.851928,-1.6e-05,1.8e-05,0,0.057,-0.006,0.006,0,0.0,,,0,89.4,-0.4,0.3,0,90.0,,,0,TOI-2136,,,M4.5 V,281.17634,36.563132,18h44m42.32s,+36d33m47.27s,14.32,-0.2,0.2,33.3631,-0.06425,0.06425,3342.0,-100.0,100.0,0,0.34,-0.02,0.02,0,0.34,-0.02,0.02,0,0.03,-0.07,0.07,0,4.6,-1.0,1.0,0,-1.886,-0.114,0.09,0,4.91,-0.03,0.03,0,1.705484,2.9086758,1.3281625,0.60646688,0.001514306,0.057,0.057,0.057,0.057,4.0017531,4.0017531,4.0017531,360.29836,360.29836,360.29836,406.90038,406.90038,406.90038,Superterran,M,18 44 42.32,+36 33 47.27,0.013001696,0.093431486,0.24433893,0.11834392,0.23164992,0.12548618,0.23164992,0.1142293,0.23164992,0.30786744,0.021552611,0.32199128,0,0,Hot,0,0.50033629,Lyra,Lyr,Lyre
166,GJ 1061 b,Radial Velocity,La Silla Observatory,2020,2/21/2020,1.37,-0.15,0.16,0,Msini,1.1,,,0,3.204,-0.001,0.001,0,0.021,-0.001,0.001,0,0.31,,,1,,,,0,145.0,-65.0,81.0,0,GJ 1061,,,M5.5 V,54.003249,-44.51431,03h36m00.78s,-44d30m51.52s,12.7,-0.2,0.2,3.67278,-0.0009,0.00089,2953.0,-98.0,98.0,0,0.12,-0.01,0.01,0,0.16,-0.01,0.01,0,-0.08,-0.08,0.08,0,7.0,-0.5,0.5,-1,-2.77,-0.026,0.025,0,5.16,-0.04,0.04,-1,1.1159993,1.2454545,1.1322314,1.0293013,0.000326362,0.02200905,0.01449,0.02751,0.021260597,4.0504308,2.2439792,8.0884113,354.65981,311.78442,429.60123,400.53253,352.11151,485.16708,Terran,M,03 36 00.78,-44 30 51.52,0.001698244,0.033900315,0.090291298,0.042938813,0.085601178,0.045547241,0.085601178,0.041442028,0.085601178,0.11126633,0.007807179,0.24404407,0,0,Hot,0,0.57158634,Horologium,Hor,Pendulum Clock
167,GJ 1061 c,Radial Velocity,La Silla Observatory,2020,2/21/2020,1.74,-0.23,0.23,0,Msini,1.18,,,0,6.689,-0.005,0.005,0,0.035,-0.001,0.001,0,0.29,,,1,,,,0,88.0,-85.0,95.0,0,GJ 1061,,,M5.5 V,54.003249,-44.51431,03h36m00.78s,-44d30m51.52s,12.7,-0.2,0.2,3.67278,-0.0009,0.00089,2953.0,-98.0,98.0,0,0.12,-0.01,0.01,0,0.16,-0.01,0.01,0,-0.08,-0.08,0.08,0,7.0,-0.5,0.5,-1,-2.77,-0.026,0.025,0,5.16,-0.04,0.04,-1,1.2143213,1.4745763,1.2496409,1.0590177,0.000606133,0.03647175,0.02485,0.04515,0.035378513,1.4485713,0.83307575,2.7500919,274.93493,243.37212,328.04733,310.4958,274.85057,370.47792,Terran,M,03 36 00.78,-44 30 51.52,0.001698244,0.033900315,0.090291298,0.042938813,0.085601178,0.045547241,0.085601178,0.041442028,0.085601178,0.11126633,0.007807179,0.24404407,1,0,Warm,1,0.85791058,Horologium,Hor,Pendulum Clock
168,TOI-712 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,10/21/2023,7.76,,,0,M-R relationship,2.701,-0.082,0.092,0,51.69906,-0.00017,0.00017,0,0.2447,-0.0028,0.003,0,0.089,-0.056,0.083,0,89.78,-0.11,0.14,0,115.0,-95.0,96.0,0,TOI-712,,,K4.5 V,92.936106,-65.825839,06h11m44.67s,-65d49m33.02s,10.838,-0.021,0.021,58.6212,-0.0795,0.0797,4622.0,-59.0,61.0,0,0.73,-0.03,0.03,0,0.67,-0.02,0.02,0,-0.02,-0.043,0.12,0,0.83,-0.28,0.25,0,-0.728,-0.014,0.014,0,4.65,-0.02,0.02,0,1.6949956,2.87301,1.0636838,0.39381111,0.004902872,0.24566913,0.2229217,0.2664783,0.24494292,3.1365985,2.6343671,3.764396,338.5067,324.54041,354.83262,,366.5174,400.72769,Neptunian,K,06 11 44.67,-65 49 33.02,0.18706821,0.34433668,0.84599725,0.4361556,0.80207972,0.46177982,0.80207972,0.42106349,0.80207972,1.1677873,0.25069492,0.31225697,0,0,Hot,0,0.5111131,Dorado,Dor,Goldfish
169,GJ 676 A e,Radial Velocity,La Silla Observatory,2012,6/14/2023,6.6744,-0.63566,0.63566,0,Msini,2.47,,,0,35.47358,-0.01472,0.0156,0,0.181,-0.006,0.006,0,0.152,-0.06,0.086,0,,,,0,117.523,-2.817,3.748,0,GJ 676 A,,HIP 85647,M0 V,262.54489,-51.637778,17h30m10.77s,-51d38m16.00s,9.58,-0.1,0.1,16.0272,-0.0101,0.0101,4006.03,-100.81,89.89,0,0.63,-0.06,0.06,0,0.65,-0.02,0.02,0,0.23,-0.1,0.1,0,,,,0,-1.043,0.0,0.0,0,4.61,-0.01,0.01,0,1.6438328,2.7021862,1.0940025,0.442916,0.003371969,0.18309091,0.153488,0.208512,0.18152673,2.7971689,2.0832332,3.8445999,328.00421,306.04422,356.70771,370.42921,345.62886,402.84531,Superterran,M,17 30 10.77,-51 38 16.00,0.09057326,0.24406712,0.61756777,0.30914889,0.58550463,0.32755796,0.58550463,0.29843749,0.58550463,0.81257558,0.082838422,0.39548618,0,0,Hot,0,0.55085167,Ara,Ara,Altar
170,HD 20794 e,Radial Velocity,La Silla Observatory,2017,6/6/2017,4.77,-0.86,0.96,0,Msini,2.03,,,0,147.02,-0.91,1.43,0,0.509,-0.006,0.006,0,0.29,-0.18,0.14,0,,,,0,268.14,-32.66,48.13,0,HD 20794,HD 20794,HIP 15510,G8,49.999767,-43.066653,03h19m59.94s,-43d03m59.95s,4.26,-0.03,0.03,6.00278,-0.00851,0.00854,5401.0,-17.0,17.0,0,0.81,-0.01,0.02,0,0.92,-0.02,0.02,0,-0.403,-0.007,0.007,0,5.76,-0.66,0.66,0,-0.163,-0.002,0.002,0,4.46,-0.01,0.02,0,1.5328906,2.3497537,1.1575141,0.57020401,0.006527885,0.53040345,0.36139,0.65661,0.51450466,2.7710248,1.5936209,5.2607509,323.33674,286.21735,385.79949,365.15804,323.23753,435.6999,Superterran,G,03 19 59.94,-43 03 59.95,0.68706844,0.6358566,1.5150119,0.80539918,1.4363685,0.85197133,1.4363685,0.77749708,1.4363685,2.238019,0.98952206,0.44646792,0,0,Hot,0,0.59005061,Eridanus,Eri,River
